step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
8,CASH_OUT,212992.05,C302490006,968,0,C2071722626,0,202043.27,0,0
8,CASH_OUT,245759.45,C259418858,66626,0,C42519721,0,0,0,0
8,TRANSFER,463543.29,C139692984,0,0,C26334874,1183832.19,2068039.37,0,0
8,PAYMENT,3572.99,C531445848,2818,0,M814297386,0,0,0,0
8,TRANSFER,498813.39,C202652907,50613,0,C956986674,0,1494748.17,0,0
8,PAYMENT,17906.3,C411990170,0,0,M1847065643,0,0,0,0
8,PAYMENT,12619.23,C401510562,0,0,M984618448,0,0,0,0
8,PAYMENT,3382.1,C1360130228,0,0,M3586073,0,0,0,0
8,PAYMENT,7057.88,C1673417533,0,0,M1494926351,0,0,0,0
8,PAYMENT,25611.07,C131075016,0,0,M848530779,0,0,0,0
8,PAYMENT,24172.44,C598017935,0,0,M739284296,0,0,0,0
8,PAYMENT,8105.87,C723080521,0,0,M97446948,0,0,0,0
8,PAYMENT,31115.97,C249305709,0,0,M651064363,0,0,0,0
8,PAYMENT,6234.64,C1193070246,0,0,M893498797,0,0,0,0
8,PAYMENT,11953.32,C1537265178,0,0,M236623465,0,0,0,0
8,PAYMENT,864.28,C793903346,0,0,M394671208,0,0,0,0
8,PAYMENT,13742.93,C1250687132,0,0,M284726906,0,0,0,0
8,PAYMENT,5573.42,C789729543,0,0,M152114681,0,0,0,0
8,PAYMENT,7773.72,C483087199,0,0,M1213488634,0,0,0,0
8,PAYMENT,16558.69,C1978906526,0,0,M1951189508,0,0,0,0
8,PAYMENT,1862.55,C844836473,0,0,M1485442629,0,0,0,0
8,PAYMENT,1002.4,C816651661,39637,38634.6,M572783990,0,0,0,0
8,TRANSFER,729367.44,C1231042477,10789,0,C868288978,25795,972668.69,0,0
8,PAYMENT,361.64,C1091625186,207,0,M428461112,0,0,0,0
8,CASH_IN,1803.95,C612125234,100644,102447.95,C1502143342,183366.07,506053.47,0,0
8,CASH_OUT,191963.82,C1827261519,40796,0,C1271835801,228878.91,2432075.54,0,0
8,PAYMENT,9781.16,C716711616,17046,7264.84,M2097661859,0,0,0,0
8,CASH_IN,262865.87,C1005338603,7264.84,270130.7,C1577420620,1600026.49,1346843.05,0,0
8,CASH_IN,67647.05,C423958381,270130.7,337777.75,C749672494,687913.17,1714037.69,0,0
8,CASH_IN,467130.43,C1914743971,337777.75,804908.18,C1880901678,746128.14,293199.16,0,0
8,CASH_IN,163801.71,C827934619,804908.18,968709.89,C912252532,229330.2,318681.9,0,0
8,CASH_IN,91623.92,C1804612924,968709.89,1060333.8,C1326243087,131414.34,39790.43,0,0
8,CASH_IN,258858.27,C1524607324,1060333.8,1319192.07,C1746371201,782103.16,392132.46,0,0
8,CASH_IN,359697.51,C770528016,1319192.07,1678889.57,C313124964,7855653.44,7930883.53,0,0
8,CASH_IN,79946.31,C1450421417,1678889.57,1758835.88,C508000580,766930.33,1547638.64,0,0
8,CASH_IN,5000.03,C1008753294,1758835.88,1763835.91,C254669696,44548.92,264308.82,0,0
8,CASH_IN,368489.43,C454201631,1763835.91,2132325.34,C1898859288,973730.57,896323.73,0,0
8,CASH_IN,18012.92,C1545614526,2132325.34,2150338.26,C1661355634,64590.16,47751.43,0,0
8,CASH_IN,211221.68,C394120567,2150338.26,2361559.94,C93166806,1916315.02,2226811.03,0,0
8,CASH_IN,128785.24,C691474748,2361559.94,2490345.19,C708992245,343024.63,512148.69,0,0
8,CASH_IN,139581.45,C639825772,2490345.19,2629926.64,C1778300121,2838582.2,3089439.33,0,0
8,CASH_IN,269257.01,C2080027346,2629926.64,2899183.65,C403649458,299806.81,30549.8,0,0
8,CASH_IN,100505.17,C34987695,2899183.65,2999688.82,C173783788,129864.18,36144.4,0,0
8,CASH_IN,303072.22,C330989856,2999688.82,3302761.04,C1128238842,2822888.07,2487668.34,0,0
8,CASH_IN,29191.78,C571645356,3302761.04,3331952.82,C1134266682,225261.29,3759.16,0,0
8,CASH_IN,70395.95,C215009054,3331952.82,3402348.78,C1450828900,219533.61,0,0,0
8,CASH_IN,26389.25,C538738829,3402348.78,3428738.03,C58091972,91707.37,59130.14,0,0
8,CASH_IN,19862.01,C1743304239,3428738.03,3448600.04,C497806226,384761.87,173333.3,0,0
8,CASH_IN,12866.87,C1361164419,3448600.04,3461466.91,C1090263069,524005.17,1260609.49,0,0
8,CASH_IN,32653.37,C1531145614,3461466.91,3494120.28,C851772371,95264.93,729460.09,0,0
8,CASH_IN,252622.05,C530548355,3494120.28,3746742.33,C1286084959,1.18E+07,1.30E+07,0,0
8,CASH_IN,30840.05,C1038357137,3746742.33,3777582.38,C2122200303,934195.82,1003439.91,0,0
8,CASH_IN,429209.93,C1633505294,3777582.38,4206792.31,C1030706332,3627774.9,3036551.46,0,0
8,CASH_IN,344284,C565341878,4206792.31,4551076.32,C599726537,932382.23,528200.34,0,0
8,CASH_IN,196134.74,C1123700637,4551076.32,4747211.06,C602874477,1350943.42,998977.12,0,0
8,CASH_IN,193382.23,C1603775945,4747211.06,4940593.28,C1295301356,7537079,1.03E+07,0,0
8,CASH_IN,456131.97,C1421957909,4940593.28,5396725.25,C1150610696,1854525.34,2040211.46,0,0
8,CASH_IN,39050.56,C1714706661,5396725.25,5435775.81,C2081595126,111471.26,131638.92,0,0
8,CASH_IN,207356.01,C1981965593,5435775.81,5643131.82,C458582664,1.30E+07,1.28E+07,0,0
8,CASH_IN,78824.39,C339310577,5643131.82,5721956.21,C712956349,1130551.65,1586820.55,0,0
8,CASH_IN,48301.73,C1258196880,5721956.21,5770257.93,C48444237,352716.23,0,0,0
8,CASH_IN,209168.67,C239666522,5770257.93,5979426.6,C30079792,1911434.02,1536473,0,0
8,CASH_IN,3448.62,C1797694247,5979426.6,5982875.22,C8733802,245600.22,303705.52,0,0
8,CASH_IN,58450.69,C889182029,5982875.22,6041325.91,C1257952957,67888.47,9437.78,0,0
8,CASH_IN,25054.45,C180575309,6041325.91,6066380.36,C1698704934,248102.02,0,0,0
8,CASH_IN,65605.7,C1290206106,6066380.36,6131986.06,C1242584406,205867.93,203751.7,0,0
8,CASH_IN,35919.4,C310855354,6131986.06,6167905.46,C1802632685,866376.29,2290132.87,0,0
8,CASH_IN,313946.66,C1476963864,6167905.46,6481852.12,C188246551,3332413.36,3439878.27,0,0
8,CASH_IN,79448.39,C1220128864,6481852.12,6561300.52,C974088986,108005.64,20997.71,0,0
8,CASH_IN,75782.2,C863549638,6561300.52,6637082.71,C1507516448,247733.96,150665.89,0,0
8,CASH_IN,128886.49,C459446917,6637082.71,6765969.21,C470217116,3069912.33,6821434.41,0,0
8,CASH_IN,221209.75,C101162911,6765969.21,6987178.96,C2102040020,1.12E+07,1.09E+07,0,0
8,CASH_IN,79746.39,C54003087,6987178.96,7066925.35,C1059154409,353330.11,273583.73,0,0
8,CASH_IN,20000.55,C1970283430,7066925.35,7086925.9,C1545121117,72467.26,60899.67,0,0
8,CASH_IN,82166.38,C2051615039,7086925.9,7169092.28,C1234776885,5849750.42,5424661.74,0,0
8,CASH_IN,89801.9,C1074309774,7169092.28,7258894.18,C2078250226,3733436.14,4572011.3,0,0
8,CASH_IN,96193.89,C56609661,7258894.18,7355088.07,C1983747920,4006126.3,3578328.97,0,0
8,CASH_IN,81063.81,C2009511331,7355088.07,7436151.88,C310976964,156760,183041.94,0,0
8,CASH_IN,189215.59,C1148549813,7436151.88,7625367.47,C1815271991,1109697.92,1069004.15,0,0
8,CASH_IN,14291.51,C1093465199,7625367.47,7639658.97,C142211154,802399.33,1297065.13,0,0
8,CASH_IN,47325.54,C1020648212,7639658.97,7686984.52,C1745096940,60953,3323138.34,0,0
8,CASH_IN,441802.29,C2122058368,7686984.52,8128786.81,C1426908073,1140654.7,0,0,0
8,CASH_IN,352987.46,C288585512,8128786.81,8481774.27,C665576141,1.01E+07,1.48E+07,0,0
8,CASH_IN,21150.02,C932865773,8481774.27,8502924.28,C671848738,201828.21,445251.27,0,0
8,CASH_IN,15601.01,C629474929,8502924.28,8518525.3,C1805683209,5859279.22,7428081.5,0,0
8,CASH_IN,312635.25,C993210443,8518525.3,8831160.55,C265108079,2454604.11,4937135.42,0,0
8,PAYMENT,2721.62,C833849906,880,0,M1434071015,0,0,0,0
8,PAYMENT,35438.07,C1480662455,0,0,M2052251548,0,0,0,0
8,PAYMENT,13116.1,C1461528830,0,0,M1402740973,0,0,0,0
8,PAYMENT,12317.31,C65020812,0,0,M1872929363,0,0,0,0
8,PAYMENT,12001.73,C1371942273,0,0,M1676669980,0,0,0,0
8,DEBIT,3972.14,C1636915118,9569,5596.86,C1570256460,8284016.36,9281535.44,0,0
8,CASH_IN,340508.13,C459002357,406505,747013.13,C740950652,383979.45,43471.31,0,0
8,CASH_OUT,83687.72,C2073124154,107866.62,24178.9,C269016862,0,83687.72,0,0
8,PAYMENT,32087.21,C1732380992,24178.9,0,M210050593,0,0,0,0
8,PAYMENT,9527.48,C1234481725,181,0,M941448888,0,0,0,0
8,DEBIT,1082.79,C1340233970,19204,18121.21,C1458121951,3046.27,4129.05,0,0
8,CASH_OUT,283081.02,C1806836537,72043,0,C383296094,0,563462.86,0,0
8,PAYMENT,4935.45,C131817768,105051,100115.55,M1440810997,0,0,0,0
8,PAYMENT,4581.4,C135913587,77062.68,72481.27,M1925755298,0,0,0,0
8,PAYMENT,3362.19,C776363250,72481.27,69119.09,M1942304864,0,0,0,0
8,PAYMENT,14482.32,C882394131,61635,47152.68,M57325187,0,0,0,0
8,CASH_OUT,152514.08,C525851600,191,0,C1982740534,166552.66,319066.74,0,0
8,CASH_IN,148833.3,C1166800482,69312.42,218145.72,C257761496,107056.18,2001378.66,0,0
8,CASH_OUT,25260.38,C860199452,218145.72,192885.34,C1038678108,333782.1,254341.75,0,0
8,CASH_OUT,2700.18,C1707994201,192885.34,190185.16,C662035758,52311,0,0,0
8,CASH_IN,238138.18,C1147482731,48916,287054.18,C1575675375,1882581.2,1981093.98,0,0
8,PAYMENT,24291.23,C1581769827,287054.18,262762.95,M1103954125,0,0,0,0
8,PAYMENT,22291.18,C1265140617,262762.95,240471.77,M653465317,0,0,0,0
8,PAYMENT,10324.53,C1207339684,240471.77,230147.25,M1846813183,0,0,0,0
8,CASH_IN,330132.71,C1634702207,0,330132.71,C163453316,131214.52,0,0,0
8,PAYMENT,1932.33,C1603659145,330132.71,328200.39,M751171445,0,0,0,0
8,PAYMENT,18762.41,C1662070987,328200.39,309437.98,M2130228157,0,0,0,0
8,PAYMENT,6596.81,C238139462,20704,14107.19,M223119530,0,0,0,0
8,CASH_IN,76554.76,C1739679392,13652,90206.76,C934085675,1238180.36,695754.55,0,0
8,PAYMENT,27488.94,C1559184560,90206.76,62717.81,M1595876579,0,0,0,0
8,PAYMENT,9810.29,C922742386,62717.81,52907.52,M1511459435,0,0,0,0
8,PAYMENT,8579.05,C2088439645,52907.52,44328.48,M1516573709,0,0,0,0
8,PAYMENT,43456.39,C320929101,44328.48,872.08,M1904666896,0,0,0,0
8,PAYMENT,9857.31,C1436750234,872.08,0,M664056415,0,0,0,0
8,PAYMENT,3518.75,C860547445,0,0,M1967278181,0,0,0,0
8,PAYMENT,7213.89,C950057110,0,0,M975500183,0,0,0,0
8,PAYMENT,14066.28,C1581360359,0,0,M967302698,0,0,0,0
8,PAYMENT,18648.56,C83801472,0,0,M433800899,0,0,0,0
8,PAYMENT,16416.8,C1248767875,0,0,M1296006762,0,0,0,0
8,PAYMENT,597.05,C1016893688,0,0,M2133996790,0,0,0,0
8,PAYMENT,1974.58,C1075809828,58662,56687.42,M1986360419,0,0,0,0
8,PAYMENT,4503.73,C774254855,56687.42,52183.69,M1088234929,0,0,0,0
8,PAYMENT,21410,C2089807136,48605.07,27195.07,M554977470,0,0,0,0
8,TRANSFER,1575635.01,C1051061138,27195.07,0,C347696158,1.41E+07,1.56E+07,0,0
8,TRANSFER,1911412.45,C402436442,0,0,C787033725,2122990.49,4547905.63,0,0
8,CASH_OUT,188622.04,C337225832,1048,0,C1141049797,24453.56,1404288.87,0,0
8,PAYMENT,8492.12,C399201261,957726,949233.88,M103011325,0,0,0,0
8,CASH_OUT,304273,C1948763138,21322,0,C644345897,51153.1,800992.18,0,0
8,PAYMENT,12565.56,C757364742,11929,0,M1614615156,0,0,0,0
8,PAYMENT,6246.78,C2023332277,305245,298998.22,M852772208,0,0,0,0
8,CASH_IN,2801.7,C1010757476,434716.07,437517.76,C603904068,43352.38,25236.97,0,0
8,CASH_OUT,402422.93,C874050597,437517.76,35094.83,C1092318644,1965953.13,2525331.77,0,0
8,CASH_OUT,105261.31,C16287522,122440,17178.69,C1201057368,30425.68,32981.25,0,0
8,CASH_OUT,28965.03,C278379912,576964,547998.97,C2020180625,5013,0,0,0
8,TRANSFER,547640.5,C1528374577,331710.44,0,C699026377,0,1242261.84,0,0
8,CASH_OUT,205961.44,C684936107,0,0,C1373172466,4197171.11,4791597.89,0,0
8,PAYMENT,23840.47,C1825970180,106519.37,82678.9,M1098941419,0,0,0,0
8,PAYMENT,19158.12,C1394738759,82678.9,63520.78,M1629393307,0,0,0,0
8,TRANSFER,936179.86,C1028957060,16079,0,C1019670582,317618.31,2098492.52,0,0
8,PAYMENT,2931.2,C2014244894,101071,98139.8,M996004198,0,0,0,0
8,CASH_IN,34875.03,C786042335,164414.23,199289.26,C1785360415,7642.2,0,0,0
8,CASH_OUT,45643.02,C915063555,199289.26,153646.24,C1645903235,57141.4,31924.63,0,0
8,CASH_OUT,40170.15,C957041612,153646.24,113476.09,C348708793,395256.6,1164655.76,0,0
8,PAYMENT,15591.9,C1812495210,3021,0,M306325441,0,0,0,0
8,CASH_IN,162294.76,C1924164689,65992,228286.76,C1756732975,0,0,0,0
8,CASH_OUT,289658.1,C294001888,228286.76,0,C2011996123,6253820.28,9264344.9,0,0
8,PAYMENT,8861.56,C1056630417,188269,179407.44,M1032168096,0,0,0,0
8,PAYMENT,2958.41,C1285981093,50542,47583.59,M1843853261,0,0,0,0
8,PAYMENT,4821.55,C71391886,21325,16503.45,M339830788,0,0,0,0
8,CASH_OUT,174057.9,C1820486274,8,0,C884262954,2888648.46,3043577.11,0,0
8,CASH_OUT,269859.4,C914403392,9167,0,C1891412311,684529,1416477.85,0,0
8,PAYMENT,15396.85,C941300020,49,0,M663046011,0,0,0,0
8,CASH_OUT,43798.14,C1487728499,74068.23,30270.09,C1479091350,55746,117419.01,0,0
8,TRANSFER,923879.53,C1797080726,30270.09,0,C1636786811,1.09E+07,1.45E+07,0,0
8,CASH_OUT,105196.17,C196026488,0,0,C1210315704,4878.6,197750.5,0,0
8,CASH_OUT,265806.74,C102498537,0,0,C8290162,6224721.33,6650282.66,0,0
8,CASH_OUT,198990.66,C963944494,0,0,C341552838,255255.49,1916366.83,0,0
8,PAYMENT,15908.72,C953968736,152470.38,136561.65,M1241654243,0,0,0,0
8,PAYMENT,23190.89,C754940162,136561.65,113370.76,M815188323,0,0,0,0
8,PAYMENT,4110.11,C1808935033,146236,142125.89,M815006683,0,0,0,0
8,PAYMENT,3261.56,C1744067490,65395,62133.44,M1630493678,0,0,0,0
8,PAYMENT,1347.49,C457451090,10139,8791.51,M190735418,0,0,0,0
8,PAYMENT,159.85,C1320290232,780,620.15,M1431946667,0,0,0,0
8,PAYMENT,1924.66,C1872044004,105092,103167.34,M387111320,0,0,0,0
8,CASH_OUT,178139.31,C1237549829,407225,229085.69,C1927159174,1024178.24,762973.35,0,0
8,PAYMENT,3973.92,C1387033355,12768,8794.08,M352402565,0,0,0,0
8,CASH_OUT,222947.46,C350157220,6190,0,C1374063565,117954.28,542692.36,0,0
8,PAYMENT,8605.65,C1104186257,0,0,M1884654731,0,0,0,0
8,PAYMENT,10492.3,C1823240976,0,0,M257733880,0,0,0,0
8,PAYMENT,27949.73,C1251289729,0,0,M377017996,0,0,0,0
8,PAYMENT,45198.34,C423826336,0,0,M1943183108,0,0,0,0
8,PAYMENT,34153.64,C275804893,0,0,M1080822505,0,0,0,0
8,PAYMENT,19572.67,C1102307159,0,0,M645812954,0,0,0,0
8,PAYMENT,5067.86,C889924178,0,0,M361776472,0,0,0,0
8,PAYMENT,9074.67,C1250322906,0,0,M515508946,0,0,0,0
8,PAYMENT,11205.49,C1913649901,0,0,M1696779121,0,0,0,0
8,PAYMENT,5338.87,C479438518,0,0,M1378993004,0,0,0,0
8,PAYMENT,10336.73,C1608815445,0,0,M745452187,0,0,0,0
8,PAYMENT,483.71,C768149430,0,0,M1908378560,0,0,0,0
8,PAYMENT,393.06,C171622553,0,0,M1402552623,0,0,0,0
8,PAYMENT,15057.13,C906500189,0,0,M996435159,0,0,0,0
8,PAYMENT,3497.87,C1728468266,0,0,M2123362524,0,0,0,0
8,PAYMENT,5776.03,C145999264,0,0,M283724477,0,0,0,0
8,PAYMENT,11479.78,C1158935183,0,0,M1142682593,0,0,0,0
8,PAYMENT,3900.65,C1385410567,0,0,M150320202,0,0,0,0
8,CASH_IN,303510,C1378400337,2305,305815,C1022023283,108247.89,145425.45,0,0
8,PAYMENT,5066.4,C1236782350,21201,16134.6,M116088759,0,0,0,0
8,PAYMENT,3769.25,C588901572,66974.05,63204.79,M887366342,0,0,0,0
8,PAYMENT,19867.87,C1137465065,63204.79,43336.92,M528920512,0,0,0,0
8,PAYMENT,5223.64,C1939152696,12427,7203.36,M1727197598,0,0,0,0
8,CASH_OUT,228863.78,C1202227383,2548,0,C1375936066,0,228863.78,0,0
8,CASH_OUT,138267.47,C1836762925,68846.8,0,C731253803,0,470082.93,0,0
8,PAYMENT,55429.47,C919431525,0,0,M1203900451,0,0,0,0
8,PAYMENT,4039,C1152173404,0,0,M2144612683,0,0,0,0
8,CASH_IN,332890.48,C571468181,11969,344859.48,C23211803,0,0,0,0
8,PAYMENT,12209.92,C1964750591,123399,111189.08,M1463749413,0,0,0,0
8,CASH_OUT,73556.7,C155137760,1165,0,C1881246122,547,0,0,0
8,CASH_OUT,220686.71,C1419851027,103196,0,C1915089150,0,62012.03,0,0
8,PAYMENT,3144.44,C2082852150,111992,108847.56,M1408014260,0,0,0,0
8,CASH_OUT,131610.83,C596910879,108847.56,0,C36856762,832658.12,998622.3,0,0
8,CASH_OUT,202610.51,C2118161363,0,0,C382934088,1589065.38,1030696.9,0,0
8,CASH_OUT,111434.34,C752790864,0,0,C1475998599,866076.07,1286372.45,0,0
8,CASH_OUT,225351.95,C465100360,0,0,C744708435,405310.23,630662.18,0,0
8,CASH_OUT,190661.9,C423009019,0,0,C1883840933,2.50E+07,2.53E+07,0,0
8,PAYMENT,8964.93,C1670536197,10162,1197.07,M981457162,0,0,0,0
8,PAYMENT,9421.27,C1734875795,10325,903.73,M1252304327,0,0,0,0
8,CASH_OUT,29575.35,C1000848098,103135,73559.65,C1220897602,1.04E+07,1.04E+07,0,0
8,PAYMENT,1930.34,C2136249109,60342,58411.66,M1481618158,0,0,0,0
8,PAYMENT,10751.8,C925544125,142657,131905.2,M836526608,0,0,0,0
8,CASH_OUT,452899.81,C1783337733,71936.25,0,C2147195354,5034,790460.11,0,0
8,PAYMENT,20963.09,C1337361504,0,0,M755733613,0,0,0,0
8,PAYMENT,6798.97,C2132127550,28858,22059.03,M1240516706,0,0,0,0
8,CASH_OUT,101765.9,C849268920,2982.3,0,C1651924497,0,45084.9,0,0
8,PAYMENT,31092.24,C1137152634,0,0,M293185891,0,0,0,0
8,PAYMENT,2477.73,C1577439478,0,0,M442159262,0,0,0,0
8,CASH_IN,175765.45,C1701955053,202164.47,377929.92,C262911569,0,0,0,0
8,PAYMENT,11317.21,C958352017,377929.92,366612.71,M1240313636,0,0,0,0
8,PAYMENT,225.83,C100620455,26,0,M1850391384,0,0,0,0
8,TRANSFER,208842.82,C767705026,705328,496485.18,C118136684,0,57991.83,0,0
8,TRANSFER,462608.42,C158478801,19885,0,C1938612885,27047.91,0,0,0
8,PAYMENT,1909.32,C1983347256,107288,105378.68,M1302106077,0,0,0,0
8,PAYMENT,409.62,C1897694595,24897,24487.38,M1777913544,0,0,0,0
8,PAYMENT,4587.83,C609460085,21226,16638.17,M228073029,0,0,0,0
8,PAYMENT,448.69,C406696680,46469.88,46021.19,M924623273,0,0,0,0
8,PAYMENT,646.93,C252459016,46021.19,45374.26,M1118533018,0,0,0,0
8,PAYMENT,10106.34,C930358741,45374.26,35267.92,M1706548091,0,0,0,0
8,PAYMENT,7706.4,C194343869,35267.92,27561.52,M311152880,0,0,0,0
8,PAYMENT,1802.23,C71763449,27561.52,25759.29,M1601206793,0,0,0,0
8,PAYMENT,3928.64,C2144924353,25759.29,21830.65,M865640858,0,0,0,0
8,PAYMENT,19688.76,C256639709,21830.65,2141.88,M1404076303,0,0,0,0
8,PAYMENT,13830.84,C1799761730,2141.88,0,M488949697,0,0,0,0
8,PAYMENT,35526.54,C1922131026,0,0,M629025782,0,0,0,0
8,PAYMENT,34785.69,C2132290596,0,0,M1153038025,0,0,0,0
8,PAYMENT,7863.86,C1039378936,0,0,M1762006059,0,0,0,0
8,PAYMENT,3203.33,C1472298019,0,0,M1556465580,0,0,0,0
8,PAYMENT,3534.74,C2094602661,0,0,M631762265,0,0,0,0
8,PAYMENT,15098.22,C2044439978,0,0,M189922714,0,0,0,0
8,PAYMENT,16541.4,C1064425828,0,0,M631650038,0,0,0,0
8,PAYMENT,13301.69,C28604693,0,0,M93190548,0,0,0,0
8,PAYMENT,13480.98,C881244856,0,0,M545471320,0,0,0,0
8,PAYMENT,18091.1,C48071308,0,0,M1760987674,0,0,0,0
8,PAYMENT,3927.94,C1764015814,0,0,M1355026753,0,0,0,0
8,PAYMENT,3591.39,C1046683703,32611,29019.61,M1654246331,0,0,0,0
8,PAYMENT,18571.77,C772246432,2457,0,M1589233976,0,0,0,0
8,PAYMENT,949.72,C2038184000,853311.77,852362.04,M1435824327,0,0,0,0
8,PAYMENT,4705.19,C1197226846,852362.04,847656.86,M1463601796,0,0,0,0
8,CASH_IN,29388.67,C1335514651,72855,102243.67,C23587508,0,0,0,0
8,CASH_OUT,394558.74,C1039832551,51880,0,C256125761,6613,1319878.62,0,0
8,PAYMENT,6903.96,C467324877,21543,14639.04,M713248472,0,0,0,0
8,PAYMENT,14691.55,C934604573,14639.04,0,M1585975713,0,0,0,0
8,PAYMENT,21313.09,C333519130,0,0,M589590576,0,0,0,0
8,CASH_OUT,5229.46,C863547214,125,0,C218007578,190913.38,163427.07,0,0
8,PAYMENT,6861.97,C761509273,50580,43718.03,M919687398,0,0,0,0
8,PAYMENT,17645.17,C921965564,31072,13426.83,M1073793203,0,0,0,0
8,PAYMENT,8730.27,C1895785047,13426.83,4696.56,M1284852430,0,0,0,0
8,PAYMENT,7004.07,C1516817235,5063,0,M485217789,0,0,0,0
8,CASH_OUT,87159.93,C386789869,421,0,C1210315704,110074.77,197750.5,0,0
8,CASH_OUT,112145.99,C1906842360,98856,0,C194746285,1047392.94,1404489.37,0,0
8,PAYMENT,5881.4,C1837524429,81873,75991.6,M788529597,0,0,0,0
8,PAYMENT,18782.48,C1467621161,281,0,M1723113700,0,0,0,0
8,PAYMENT,14158.55,C952240626,21432,7273.45,M400620222,0,0,0,0
8,PAYMENT,9673.4,C275004476,783212.19,773538.79,M1393827156,0,0,0,0
8,PAYMENT,27110.87,C2066809693,773538.79,746427.92,M1804870543,0,0,0,0
8,PAYMENT,1425.23,C1520465693,746427.92,745002.7,M699215776,0,0,0,0
8,PAYMENT,16434.91,C1526065699,11080,0,M280441513,0,0,0,0
8,CASH_OUT,225246.36,C1232512829,29708,0,C1654583020,248877.65,224286.07,0,0
8,PAYMENT,14447.9,C166089116,223047.57,208599.67,M2092369521,0,0,0,0
8,TRANSFER,2503436.11,C1438400820,208599.67,0,C1505755152,1.15E+07,1.46E+07,0,0
8,TRANSFER,2922545.82,C688872433,0,0,C465499079,3288770.48,6457094.34,0,0
8,TRANSFER,1065924.93,C308184573,0,0,C1781090157,1343920.63,2403703.4,0,0
8,TRANSFER,188327.21,C1453231433,0,0,C1354952534,1680667.69,1868994.9,0,0
8,TRANSFER,780534.55,C1629279055,0,0,C679235222,1089869.18,3763135.16,0,0
8,CASH_OUT,213796.6,C849337422,33251,0,C1489275794,47609.62,120258.54,0,0
8,CASH_OUT,293855.92,C1409861261,10271,0,C1851668139,1256209.19,1131534.35,0,0
8,TRANSFER,268632.93,C1985932672,94888.98,0,C14990083,8006,0,0,0
8,PAYMENT,4864.83,C1902104239,0,0,M1039008102,0,0,0,0
8,PAYMENT,12770.08,C792761592,0,0,M787701373,0,0,0,0
8,PAYMENT,10491.07,C567723962,2526467.87,2515976.8,M1820202967,0,0,0,0
8,PAYMENT,6333.05,C1194502644,2515976.8,2509643.74,M1938163673,0,0,0,0
8,PAYMENT,3284.06,C1694168324,10016,6731.94,M2024179427,0,0,0,0
8,PAYMENT,7344.71,C713686282,72117,64772.29,M1769115469,0,0,0,0
8,PAYMENT,4580.44,C1511196082,20721,16140.56,M382599565,0,0,0,0
8,CASH_IN,232816.59,C1942671347,111,232927.59,C1915307283,0,252715.43,0,0
8,PAYMENT,8565.27,C239021600,35552,26986.73,M1287886016,0,0,0,0
8,CASH_IN,225869.38,C711407292,15264,241133.38,C185196393,0,0,0,0
8,PAYMENT,8320.52,C267899220,51635.64,43315.12,M2026811556,0,0,0,0
8,CASH_OUT,295063.96,C687558377,43315.12,0,C1639464943,557539.95,631745.85,0,0
8,CASH_IN,170157.8,C993677212,53506,223663.8,C1298147262,0,1144238.97,0,0
8,CASH_IN,81622.01,C183911646,87,81709.01,C1344545573,0,0,0,0
8,CASH_OUT,71252.18,C129011380,16009,0,C570607919,1954.49,17458.51,0,0
8,PAYMENT,9406.48,C1976439981,30940,21533.52,M476181287,0,0,0,0
8,CASH_IN,41998.98,C612992193,1146058.37,1188057.36,C1946866478,55844.95,0,0,0
8,CASH_OUT,26953.72,C659520458,1188057.36,1161103.63,C304909156,145226,306928.93,0,0
8,PAYMENT,16319.22,C572618994,10941,0,M826957658,0,0,0,0
8,CASH_OUT,175239.12,C1494055486,0,0,C788934076,258695.45,433934.56,0,0
8,PAYMENT,7297.78,C88136702,351,0,M739235148,0,0,0,0
8,CASH_OUT,120448.38,C1339883288,25843,0,C1875507388,10290,0,0,0
8,CASH_OUT,118347.18,C2108862551,0,0,C1570076320,840718.96,1352815.49,0,0
8,PAYMENT,7167.78,C2116946740,156939,149771.22,M744035336,0,0,0,0
8,PAYMENT,4257.8,C72686244,70568,66310.2,M1821192817,0,0,0,0
8,TRANSFER,996532.64,C1660216191,66310.2,0,C801142660,1.21E+07,1.64E+07,0,0
8,TRANSFER,1816684.39,C107561597,0,0,C1369695156,3659986.18,5966884.67,0,0
8,TRANSFER,1564088.39,C717617198,0,0,C1034584766,5159452.75,7164410.37,0,0
8,TRANSFER,1282764.23,C803101117,0,0,C1671386208,3601176.45,6214174.81,0,0
8,TRANSFER,20516.56,C1794418722,0,0,C1335946878,998840.83,3529395.92,0,0
8,TRANSFER,465388.23,C650274219,0,0,C1926673338,2020009.57,2125199.85,0,0
8,TRANSFER,53415.23,C600047061,0,0,C1096283470,358675.66,159625.32,0,0
8,TRANSFER,873274.87,C2114800545,0,0,C2011996123,6543478.38,9264344.9,0,0
8,TRANSFER,988839.95,C838289914,0,0,C665576141,9738551.63,1.48E+07,0,0
8,TRANSFER,143560.05,C78486866,0,0,C1532153384,2660852.32,3614408.95,0,0
8,TRANSFER,475058.53,C943519047,0,0,C54617902,601285.07,1442068.04,0,0
8,TRANSFER,392119.44,C746119586,0,0,C1297685781,1765704.49,3258726.36,0,0
8,TRANSFER,98529.06,C659277134,0,0,C2110623348,107563.43,166309.88,0,0
